Markdown File,HTML File,Total Images,Missing Images,Missing Image Names
"_posts/pt/2013-09-20-projeto-expedicao-em-si.md","NOT_FOUND",26,26,"projeto-expedicao-em-si-01.jpg; projeto-expedicao-em-si-02.jpg; projeto-expedicao-em-si-03.jpg; projeto-expedicao-em-si-04.jpg; projeto-expedicao-em-si-05.jpg; projeto-expedicao-em-si-06.jpg; projeto-expedicao-em-si-07.jpg; projeto-expedicao-em-si-08.jpg; projeto-expedicao-em-si-09.jpg; projeto-expedicao-em-si-10.jpg; projeto-expedicao-em-si-11.jpg; projeto-expedicao-em-si-12.jpg; projeto-expedicao-em-si-13.jpg; projeto-expedicao-em-si-01.jpg; projeto-expedicao-em-si-02.jpg; projeto-expedicao-em-si-03.jpg; projeto-expedicao-em-si-04.jpg; projeto-expedicao-em-si-05.jpg; projeto-expedicao-em-si-06.jpg; projeto-expedicao-em-si-07.jpg; projeto-expedicao-em-si-08.jpg; projeto-expedicao-em-si-09.jpg; projeto-expedicao-em-si-10.jpg; projeto-expedicao-em-si-11.jpg; projeto-expedicao-em-si-12.jpg; projeto-expedicao-em-si-13.jpg"
"_posts/pt/2013-12-16-colecao-adue-fernando-hage.md","NOT_FOUND",0,0,""
"_posts/pt/2014-04-02-palestra-e-workshop-de-confeccao-criativa.md","NOT_FOUND",12,12,"palestra-e-workshop-de-confeccao-criativa-01.jpg; palestra-e-workshop-de-confeccao-criativa-02.jpg; palestra-e-workshop-de-confeccao-criativa-03.jpg; palestra-e-workshop-de-confeccao-criativa-04.jpg; palestra-e-workshop-de-confeccao-criativa-05.jpg; palestra-e-workshop-de-confeccao-criativa-06.jpg; palestra-e-workshop-de-confeccao-criativa-01.jpg; palestra-e-workshop-de-confeccao-criativa-02.jpg; palestra-e-workshop-de-confeccao-criativa-03.jpg; palestra-e-workshop-de-confeccao-criativa-04.jpg; palestra-e-workshop-de-confeccao-criativa-05.jpg; palestra-e-workshop-de-confeccao-criativa-06.jpg"
"_posts/pt/2014-05-30-producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014.md","NOT_FOUND",12,12,"producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-01.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-02.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-03.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-04.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-05.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-06.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-01.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-02.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-03.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-04.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-05.jpg; producao-de-desfile-de-lancamento-da-colecao-de-acessorios-igama-2014-06.jpg"
"_posts/pt/2015-04-14-cafe-com-moda-marcas-que-inspiram.md","NOT_FOUND",6,6,"cafe-com-moda-marcas-que-inspiram-01.png; cafe-com-moda-marcas-que-inspiram-02.png; cafe-com-moda-marcas-que-inspiram-03.jpg; cafe-com-moda-marcas-que-inspiram-01.png; cafe-com-moda-marcas-que-inspiram-02.png; cafe-com-moda-marcas-que-inspiram-03.jpg"
"_posts/pt/2015-06-30-mostramoda-2015.md","NOT_FOUND",14,14,"mostramoda-2015-01.jpg; mostramoda-2015-02.jpg; mostramoda-2015-03.jpg; mostramoda-2015-04.jpg; mostramoda-2015-05.jpg; mostramoda-2015-06.jpg; mostramoda-2015-07.jpg; mostramoda-2015-01.jpg; mostramoda-2015-02.jpg; mostramoda-2015-03.jpg; mostramoda-2015-04.jpg; mostramoda-2015-05.jpg; mostramoda-2015-06.jpg; mostramoda-2015-07.jpg"
"_posts/pt/2016-02-02-resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro.md","NOT_FOUND",10,10,"resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-01.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-02.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-03.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-04.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-05.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-01.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-02.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-03.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-04.jpg; resultados-de-consultoria-criativa-em-exposicao-no-polo-joalheiro-05.jpg"
"_posts/pt/2016-04-23-fashion-revolution-day-belem-2016.md","NOT_FOUND",6,6,"fashion-revolution-day-belem-2016-01.jpg; fashion-revolution-day-belem-2016-02.png; fashion-revolution-day-belem-2016-03.jpg; fashion-revolution-day-belem-2016-01.jpg; fashion-revolution-day-belem-2016-02.png; fashion-revolution-day-belem-2016-03.jpg"
"_posts/pt/2016-07-01-entrevista-moda-e.md","NOT_FOUND",6,6,"entrevista-moda-e-01.png; entrevista-moda-e-02.png; entrevista-moda-e-03.png; entrevista-moda-e-01.png; entrevista-moda-e-02.png; entrevista-moda-e-03.png"
"_posts/pt/2016-09-27-seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim.md","NOT_FOUND",8,8,"seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim-01.jpg; seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim-02.jpg; seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim-03.jpg; seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim-04.jpg; seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim-01.jpg; seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim-02.jpg; seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim-03.jpg; seminario-internacional-de-estudos-de-indumentaria-e-moda-no-brasil-tributo-a-sophia-jobim-04.jpg"
"_posts/pt/2016-11-21-documentario-criativas.md","NOT_FOUND",4,4,"documentario-criativas-01.jpg; documentario-criativas-02.jpg; documentario-criativas-01.jpg; documentario-criativas-02.jpg"
"_posts/pt/2016-12-14-curso-entendendo-o-sistema-da-moda.md","NOT_FOUND",4,4,"curso-entendendo-o-sistema-da-moda-01.jpg; curso-entendendo-o-sistema-da-moda-02.jpg; curso-entendendo-o-sistema-da-moda-01.jpg; curso-entendendo-o-sistema-da-moda-02.jpg"
"_posts/pt/2017-04-08-exposicao-manualidade-criativa.md","NOT_FOUND",16,16,"exposicao-manualidade-criativa-01.png; exposicao-manualidade-criativa-02.jpg; exposicao-manualidade-criativa-03.png; exposicao-manualidade-criativa-04.jpg; exposicao-manualidade-criativa-05.jpg; exposicao-manualidade-criativa-06.jpg; exposicao-manualidade-criativa-07.jpg; exposicao-manualidade-criativa-08.jpg; exposicao-manualidade-criativa-01.png; exposicao-manualidade-criativa-02.jpg; exposicao-manualidade-criativa-03.png; exposicao-manualidade-criativa-04.jpg; exposicao-manualidade-criativa-05.jpg; exposicao-manualidade-criativa-06.jpg; exposicao-manualidade-criativa-07.jpg; exposicao-manualidade-criativa-08.jpg"
"_posts/pt/2017-05-27-unama-fashion-day.md","NOT_FOUND",30,30,"unama-fashion-day-01.jpg; unama-fashion-day-02.jpg; unama-fashion-day-03.jpg; unama-fashion-day-04.jpg; unama-fashion-day-05.jpg; unama-fashion-day-06.jpg; unama-fashion-day-07.jpg; unama-fashion-day-08.jpg; unama-fashion-day-09.jpg; unama-fashion-day-10.jpg; unama-fashion-day-11.jpg; unama-fashion-day-12.jpg; unama-fashion-day-13.jpg; unama-fashion-day-14.jpg; unama-fashion-day-15.jpg; unama-fashion-day-01.jpg; unama-fashion-day-02.jpg; unama-fashion-day-03.jpg; unama-fashion-day-04.jpg; unama-fashion-day-05.jpg; unama-fashion-day-06.jpg; unama-fashion-day-07.jpg; unama-fashion-day-08.jpg; unama-fashion-day-09.jpg; unama-fashion-day-10.jpg; unama-fashion-day-11.jpg; unama-fashion-day-12.jpg; unama-fashion-day-13.jpg; unama-fashion-day-14.jpg; unama-fashion-day-15.jpg"
"_posts/pt/2017-06-22-gt-de-moda-i-encontro-amazonico-de-economia-criativa.md","NOT_FOUND",16,16,"gt-de-moda-i-encontro-amazonico-de-economia-criativa-01.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-02.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-03.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-04.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-05.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-06.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-07.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-08.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-01.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-02.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-03.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-04.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-05.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-06.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-07.jpg; gt-de-moda-i-encontro-amazonico-de-economia-criativa-08.jpg"
"_posts/pt/2017-10-08-transmissao-do-cirio-de-nazare-2017.md","NOT_FOUND",0,0,""
"_posts/pt/2017-12-15-consultoria-criativa-territorio-da-moda-esjligama.md","NOT_FOUND",30,30,"consultoria-criativa-territorio-da-moda-esjligama-01.jpg; consultoria-criativa-territorio-da-moda-esjligama-02.jpg; consultoria-criativa-territorio-da-moda-esjligama-03.jpg; consultoria-criativa-territorio-da-moda-esjligama-04.jpg; consultoria-criativa-territorio-da-moda-esjligama-05.jpg; consultoria-criativa-territorio-da-moda-esjligama-06.jpg; consultoria-criativa-territorio-da-moda-esjligama-07.jpg; consultoria-criativa-territorio-da-moda-esjligama-08.jpg; consultoria-criativa-territorio-da-moda-esjligama-09.jpg; consultoria-criativa-territorio-da-moda-esjligama-10.jpg; consultoria-criativa-territorio-da-moda-esjligama-11.jpg; consultoria-criativa-territorio-da-moda-esjligama-12.jpg; consultoria-criativa-territorio-da-moda-esjligama-13.jpg; consultoria-criativa-territorio-da-moda-esjligama-14.jpg; consultoria-criativa-territorio-da-moda-esjligama-15.jpg; consultoria-criativa-territorio-da-moda-esjligama-01.jpg; consultoria-criativa-territorio-da-moda-esjligama-02.jpg; consultoria-criativa-territorio-da-moda-esjligama-03.jpg; consultoria-criativa-territorio-da-moda-esjligama-04.jpg; consultoria-criativa-territorio-da-moda-esjligama-05.jpg; consultoria-criativa-territorio-da-moda-esjligama-06.jpg; consultoria-criativa-territorio-da-moda-esjligama-07.jpg; consultoria-criativa-territorio-da-moda-esjligama-08.jpg; consultoria-criativa-territorio-da-moda-esjligama-09.jpg; consultoria-criativa-territorio-da-moda-esjligama-10.jpg; consultoria-criativa-territorio-da-moda-esjligama-11.jpg; consultoria-criativa-territorio-da-moda-esjligama-12.jpg; consultoria-criativa-territorio-da-moda-esjligama-13.jpg; consultoria-criativa-territorio-da-moda-esjligama-14.jpg; consultoria-criativa-territorio-da-moda-esjligama-15.jpg"
"_posts/pt/2018-05-03-gravacao-documentario-amazon-fashion-fashion-tv.md","NOT_FOUND",10,10,"gravacao-documentario-amazon-fashion-fashion-tv-01.jpg; gravacao-documentario-amazon-fashion-fashion-tv-02.jpg; gravacao-documentario-amazon-fashion-fashion-tv-03.jpg; gravacao-documentario-amazon-fashion-fashion-tv-04.jpg; gravacao-documentario-amazon-fashion-fashion-tv-05.jpg; gravacao-documentario-amazon-fashion-fashion-tv-01.jpg; gravacao-documentario-amazon-fashion-fashion-tv-02.jpg; gravacao-documentario-amazon-fashion-fashion-tv-03.jpg; gravacao-documentario-amazon-fashion-fashion-tv-04.jpg; gravacao-documentario-amazon-fashion-fashion-tv-05.jpg"
"_posts/pt/2018-05-19-feira-do-empreendedor-2018.md","NOT_FOUND",12,12,"feira-do-empreendedor-2018-01.jpg; feira-do-empreendedor-2018-02.jpg; feira-do-empreendedor-2018-03.jpg; feira-do-empreendedor-2018-04.jpg; feira-do-empreendedor-2018-05.jpg; feira-do-empreendedor-2018-06.jpg; feira-do-empreendedor-2018-01.jpg; feira-do-empreendedor-2018-02.jpg; feira-do-empreendedor-2018-03.jpg; feira-do-empreendedor-2018-04.jpg; feira-do-empreendedor-2018-05.jpg; feira-do-empreendedor-2018-06.jpg"
"_posts/pt/2018-06-02-programa-e-do-para-tv-liberal-curiosidades-sobre-a-chita.md","NOT_FOUND",0,0,""
"_posts/pt/2018-09-06-participacao-e-premiacao-de-melhor-artigo-no-coloquio-de-moda-2018.md","NOT_FOUND",6,6,"participacao-e-premiacao-de-melhor-artigo-no-coloquio-de-moda-2018-01.jpg; participacao-e-premiacao-de-melhor-artigo-no-coloquio-de-moda-2018-02.png; participacao-e-premiacao-de-melhor-artigo-no-coloquio-de-moda-2018-03.jpg; participacao-e-premiacao-de-melhor-artigo-no-coloquio-de-moda-2018-01.jpg; participacao-e-premiacao-de-melhor-artigo-no-coloquio-de-moda-2018-02.png; participacao-e-premiacao-de-melhor-artigo-no-coloquio-de-moda-2018-03.jpg"
"_posts/pt/2018-09-14-programa-close-certo-tv-unama.md","NOT_FOUND",0,0,""
"_posts/pt/2018-09-16-circuito-de-moda-parque-shopping.md","NOT_FOUND",12,12,"circuito-de-moda-parque-shopping-01.jpg; circuito-de-moda-parque-shopping-02.jpg; circuito-de-moda-parque-shopping-03.jpg; circuito-de-moda-parque-shopping-04.jpg; circuito-de-moda-parque-shopping-05.jpg; circuito-de-moda-parque-shopping-06.jpg; circuito-de-moda-parque-shopping-01.jpg; circuito-de-moda-parque-shopping-02.jpg; circuito-de-moda-parque-shopping-03.jpg; circuito-de-moda-parque-shopping-04.jpg; circuito-de-moda-parque-shopping-05.jpg; circuito-de-moda-parque-shopping-06.jpg"
"_posts/pt/2018-10-25-concurso-novos-mantos-2018-customizando-a-fe.md","NOT_FOUND",12,12,"concurso-novos-mantos-2018-customizando-a-fe-01.jpg; concurso-novos-mantos-2018-customizando-a-fe-02.jpg; concurso-novos-mantos-2018-customizando-a-fe-03.jpg; concurso-novos-mantos-2018-customizando-a-fe-04.jpg; concurso-novos-mantos-2018-customizando-a-fe-05.jpg; concurso-novos-mantos-2018-customizando-a-fe-06.jpg; concurso-novos-mantos-2018-customizando-a-fe-01.jpg; concurso-novos-mantos-2018-customizando-a-fe-02.jpg; concurso-novos-mantos-2018-customizando-a-fe-03.jpg; concurso-novos-mantos-2018-customizando-a-fe-04.jpg; concurso-novos-mantos-2018-customizando-a-fe-05.jpg; concurso-novos-mantos-2018-customizando-a-fe-06.jpg"
"_posts/pt/2018-12-18-premio-de-melhor-coordenador-avaliado-em-2018.md","NOT_FOUND",4,4,"premio-de-melhor-coordenador-avaliado-em-2018-01.jpg; premio-de-melhor-coordenador-avaliado-em-2018-02.jpg; premio-de-melhor-coordenador-avaliado-em-2018-01.jpg; premio-de-melhor-coordenador-avaliado-em-2018-02.jpg"
"_posts/pt/2019-02-16-mostramoda-unama-2019.md","NOT_FOUND",26,26,"mostramoda-unama-2019-01.jpg; mostramoda-unama-2019-02.jpg; mostramoda-unama-2019-03.png; mostramoda-unama-2019-04.jpg; mostramoda-unama-2019-05.jpg; mostramoda-unama-2019-06.jpg; mostramoda-unama-2019-07.jpg; mostramoda-unama-2019-08.jpg; mostramoda-unama-2019-09.jpg; mostramoda-unama-2019-10.jpg; mostramoda-unama-2019-11.jpg; mostramoda-unama-2019-12.jpg; mostramoda-unama-2019-13.jpg; mostramoda-unama-2019-01.jpg; mostramoda-unama-2019-02.jpg; mostramoda-unama-2019-03.png; mostramoda-unama-2019-04.jpg; mostramoda-unama-2019-05.jpg; mostramoda-unama-2019-06.jpg; mostramoda-unama-2019-07.jpg; mostramoda-unama-2019-08.jpg; mostramoda-unama-2019-09.jpg; mostramoda-unama-2019-10.jpg; mostramoda-unama-2019-11.jpg; mostramoda-unama-2019-12.jpg; mostramoda-unama-2019-13.jpg"
"_posts/pt/2019-09-06-15o-coloquio-de-moda.md","NOT_FOUND",10,10,"15o-coloquio-de-moda-01.jpg; 15o-coloquio-de-moda-02.jpg; 15o-coloquio-de-moda-03.jpg; 15o-coloquio-de-moda-04.jpg; 15o-coloquio-de-moda-05.jpg; 15o-coloquio-de-moda-01.jpg; 15o-coloquio-de-moda-02.jpg; 15o-coloquio-de-moda-03.jpg; 15o-coloquio-de-moda-04.jpg; 15o-coloquio-de-moda-05.jpg"
"_posts/pt/2019-09-10-livro-estudos-de-indumentaria-e-moda-no-brasil.md","NOT_FOUND",0,0,""
"_posts/pt/2019-09-15-territorio-da-moda-2019.md","NOT_FOUND",20,20,"territorio-da-moda-2019-01.jpg; territorio-da-moda-2019-02.jpg; territorio-da-moda-2019-03.jpg; territorio-da-moda-2019-04.jpg; territorio-da-moda-2019-05.jpg; territorio-da-moda-2019-06.jpg; territorio-da-moda-2019-07.jpg; territorio-da-moda-2019-08.jpg; territorio-da-moda-2019-09.jpg; territorio-da-moda-2019-10.jpg; territorio-da-moda-2019-01.jpg; territorio-da-moda-2019-02.jpg; territorio-da-moda-2019-03.jpg; territorio-da-moda-2019-04.jpg; territorio-da-moda-2019-05.jpg; territorio-da-moda-2019-06.jpg; territorio-da-moda-2019-07.jpg; territorio-da-moda-2019-08.jpg; territorio-da-moda-2019-09.jpg; territorio-da-moda-2019-10.jpg"
"_posts/pt/2020-03-25-podcast-estilo-possivel-46.md","NOT_FOUND",0,0,""
"_posts/pt/2020-05-01-conversas-moda-a-par-no-youtube.md","NOT_FOUND",0,0,""
"_posts/pt/2020-05-20-exibicao-da-serie-amazon-fashion.md","NOT_FOUND",0,0,""
"_posts/pt/2020-07-13-universo-masculino-na-pandemia.md","NOT_FOUND",6,6,"universo-masculino-na-pandemia-01.jpg; universo-masculino-na-pandemia-02.png; universo-masculino-na-pandemia-03.jpg; universo-masculino-na-pandemia-01.jpg; universo-masculino-na-pandemia-02.png; universo-masculino-na-pandemia-03.jpg"
"_posts/pt/2020-07-23-novos-projetos-do-site.md","NOT_FOUND",6,6,"novos-projetos-do-site-01.png; novos-projetos-do-site-02.png; novos-projetos-do-site-03.png; novos-projetos-do-site-01.png; novos-projetos-do-site-02.png; novos-projetos-do-site-03.png"
"_posts/pt/2020-07-27-especial-o-para-e-a-moda.md","NOT_FOUND",0,0,""
"_posts/pt/2020-07-31-nossa-biblioteca-no-criavelcom.md","NOT_FOUND",0,0,""
"_posts/pt/2020-08-19-a-historia-das-mascaras-no-podcast-estilo-possivel.md","NOT_FOUND",0,0,""
"_posts/pt/2020-09-20-a-serie-amazon-fashion-agora-no-amazon-prime.md","NOT_FOUND",0,0,""
"_posts/pt/2020-09-22-territorio-da-moda-2020.md","NOT_FOUND",0,0,""
"_posts/pt/2020-09-23-conversando-sobre-o-kitsch-e-o-cafona-no-estilo-possivel.md","NOT_FOUND",0,0,""
"_posts/pt/2020-09-29-participacao-no-projeto-moodautoral.md","NOT_FOUND",0,0,""
"_posts/pt/2020-10-07-inspiracao-copia-e-plagio-qual-a-diferenca.md","NOT_FOUND",0,0,""
"_posts/pt/2020-10-13-masterminds-fashion-for-future-2020.md","NOT_FOUND",0,0,""
"_posts/pt/2020-10-16-lancamento-entre-palavras-na-abertura-do-coloquio-de-moda-2020.md","NOT_FOUND",0,0,""
"_posts/pt/2020-10-19-documentario-a-protecao-da-identidade-a-propriedade-intelectual-de-pinturas-na-moda-autoral.md","NOT_FOUND",0,0,""
"_posts/pt/2020-11-16-palestra-processos-de-criacao-com-a-marca-normando.md","NOT_FOUND",0,0,""
"_posts/pt/2021-06-15-palestra-resistencia-na-historia-da-moda-umi-digital.md","NOT_FOUND",0,0,""
"_posts/pt/2021-07-15-conversa-desfiada-moda-cultura-e-imagens.md","NOT_FOUND",0,0,""
"_posts/pt/2021-08-07-temas-atuais-na-folha-de-sao-paulo.md","NOT_FOUND",0,0,""
"_posts/pt/2022-05-17-palestra-no-seminario-moda-uma-abordagem-museologica.md","NOT_FOUND",0,0,""
"_posts/pt/2022-10-27-encontro-das-universidades-na-semana-de-lancamentos-denim-city.md","NOT_FOUND",0,0,""
"_posts/pt/2022-12-15-comentando-os-assuntos-de-destaque-de-2022.md","NOT_FOUND",0,0,""
"_posts/pt/2025-07-02-receita-torta-maca.md","NOT_FOUND",2,2,"apple_pie_recipe.jpg; apple_pie_recipe.jpg"
"index.md","index.html",0,0,""
